IOU, x1, x2, y1, y2, filename
0.10062111801242236, 94, 164, 71, 220, ./Images/airplane_256.jpg
0.017398181099248716, 192, 235, 53, 217, ./Images/airplane_256.jpg
0.029053177691309988, 83, 183, 215, 248, ./Images/airplane_256.jpg
0.04220779220779221, 42, 188, 202, 248, ./Images/airplane_256.jpg
0.15207373271889402, 150, 197, 182, 221, ./Images/airplane_256.jpg
0.007526020816653323, 24, 151, 194, 228, ./Images/airplane_256.jpg
0.10536218250235184, 93, 187, 106, 185, ./Images/airplane_256.jpg
0.15356637704586784, 60, 117, 80, 147, ./Images/airplane_256.jpg
0.23213564796124345, 179, 232, 206, 251, ./Images/airplane_256.jpg
0.012607160867372668, 106, 175, 17, 163, ./Images/airplane_256.jpg
0.017675817976682964, 14, 164, 191, 250, ./Images/airplane_256.jpg
0.0028935946336972247, 137, 186, 66, 208, ./Images/airplane_256.jpg
0.06715294662498553, 167, 242, 112, 226, ./Images/airplane_256.jpg
0.040316926097321557, 179, 244, 25, 243, ./Images/airplane_256.jpg
0.013533107781536975, 183, 220, 58, 210, ./Images/airplane_256.jpg
0.005031747933389241, 197, 251, 69, 212, ./Images/airplane_256.jpg
0.011631127111603435, 93, 179, 94, 156, ./Images/airplane_256.jpg
0.17689877764043402, 39, 222, 35, 72, ./Images/airplane_256.jpg
0.08507487246996874, 61, 171, 184, 226, ./Images/airplane_256.jpg
0.03987326637972262, 135, 217, 25, 229, ./Images/airplane_256.jpg
0.037604456824512536, 112, 190, 139, 171, ./Images/airplane_256.jpg
0.0012882447665056361, 202, 239, 142, 208, ./Images/airplane_256.jpg
0.13007024699750735, 93, 173, 94, 194, ./Images/airplane_256.jpg
0.06088082901554404, 61, 170, 187, 229, ./Images/airplane_256.jpg
0.08553370786516853, 136, 243, 161, 227, ./Images/airplane_256.jpg
0.22708991669060616, 34, 105, 0, 95, ./Images/airplane_256.jpg
0.01983513652756311, 71, 207, 10, 55, ./Images/airplane_256.jpg
0.058341174889098, 71, 206, 38, 83, ./Images/airplane_256.jpg
0.06076388888888889, 96, 190, 22, 196, ./Images/airplane_256.jpg
0.06308521706232857, 152, 249, 144, 253, ./Images/airplane_256.jpg
0.08870860486766857, 134, 237, 178, 251, ./Images/airplane_256.jpg
0.10302749459375965, 140, 218, 158, 241, ./Images/airplane_256.jpg
0.09157716223855286, 94, 161, 114, 171, ./Images/airplane_256.jpg
1.0, 130, 169, 184, 229, ./Images/airplane_559.jpg
1.0, 197, 231, 146, 177, ./Images/airplane_559.jpg
0.3418803418803419, 133, 187, 199, 245, ./Images/airplane_559.jpg
0.0903978337846282, 217, 254, 140, 253, ./Images/airplane_559.jpg
0.1123731271145481, 216, 255, 110, 201, ./Images/airplane_559.jpg
0.25444839857651247, 109, 194, 163, 217, ./Images/airplane_559.jpg
0.02736236259848092, 56, 150, 0, 213, ./Images/airplane_559.jpg
0.048910809699958896, 54, 253, 114, 160, ./Images/airplane_559.jpg
0.10858324715615306, 89, 158, 74, 235, ./Images/airplane_559.jpg
0.18494055482166447, 134, 199, 209, 251, ./Images/airplane_559.jpg
0.3754010695187166, 107, 192, 178, 233, ./Images/airplane_559.jpg
0.1447384173350892, 24, 235, 198, 235, ./Images/airplane_559.jpg
0.11538461538461539, 87, 147, 160, 254, ./Images/airplane_559.jpg
0.14683507966126022, 198, 249, 80, 216, ./Images/airplane_559.jpg
0.18912529550827423, 176, 229, 147, 241, ./Images/airplane_559.jpg
0.07230320699708455, 223, 255, 140, 222, ./Images/airplane_559.jpg
0.24436090225563908, 122, 236, 183, 246, ./Images/airplane_559.jpg
0.044412607449856735, 220, 255, 29, 228, ./Images/airplane_559.jpg
0.12220289855072464, 112, 237, 113, 182, ./Images/airplane_559.jpg
0.08054563169860345, 178, 213, 62, 222, ./Images/airplane_559.jpg
0.024835491403099128, 31, 172, 9, 202, ./Images/airplane_559.jpg
0.005593536357986327, 123, 209, 86, 149, ./Images/airplane_559.jpg
0.37075928917609047, 177, 237, 134, 173, ./Images/airplane_559.jpg
0.004098024752069503, 53, 135, 66, 194, ./Images/airplane_559.jpg
0.08471313053523297, 87, 150, 77, 228, ./Images/airplane_559.jpg
0.16988751081626766, 212, 250, 141, 220, ./Images/airplane_559.jpg
0.04439443535188216, 111, 161, 124, 191, ./Images/airplane_559.jpg
0.07088459285295841, 28, 141, 187, 220, ./Images/airplane_559.jpg
0.16265060240963855, 52, 182, 171, 254, ./Images/airplane_559.jpg
0.046265697290152015, 85, 140, 107, 219, ./Images/airplane_559.jpg
0.24203307785397338, 201, 246, 157, 202, ./Images/airplane_559.jpg
0.13273090012909283, 102, 251, 200, 253, ./Images/airplane_559.jpg
0.06461827137328487, 108, 226, 97, 165, ./Images/airplane_559.jpg
0.11096983007744769, 30, 229, 133, 176, ./Images/airplane_559.jpg
0.15146579804560262, 52, 221, 198, 242, ./Images/airplane_559.jpg
0.08041843739784243, 63, 148, 129, 225, ./Images/airplane_559.jpg
0.07920792079207921, 10, 154, 163, 253, ./Images/airplane_559.jpg
0.2666068222621185, 110, 163, 151, 251, ./Images/airplane_559.jpg
0.09712069222736089, 210, 255, 80, 220, ./Images/airplane_559.jpg
0.28043724085940447, 200, 233, 153, 224, ./Images/airplane_559.jpg
0.07208872458410351, 34, 173, 130, 205, ./Images/airplane_559.jpg
0.04064207650273224, 186, 234, 48, 153, ./Images/airplane_559.jpg
0.06484472049689441, 222, 254, 148, 249, ./Images/airplane_559.jpg
0.05970933286639818, 220, 254, 81, 228, ./Images/airplane_559.jpg
0.1053864168618267, 13, 196, 158, 249, ./Images/airplane_559.jpg
0.014370955542482562, 44, 206, 97, 165, ./Images/airplane_559.jpg
0.05304101838755304, 170, 227, 167, 253, ./Images/airplane_559.jpg
0.04435333581811405, 214, 252, 107, 153, ./Images/airplane_559.jpg
1.0, 86, 154, 124, 199, ./Images/airplane_568.jpg
1.0, 8, 95, 72, 133, ./Images/airplane_568.jpg
1.0, 194, 241, 131, 199, ./Images/airplane_568.jpg
0.08956301914048392, 169, 202, 107, 193, ./Images/airplane_568.jpg
0.16783516955215338, 120, 181, 9, 193, ./Images/airplane_568.jpg
0.3010948905109489, 102, 138, 83, 179, ./Images/airplane_568.jpg
0.08646616541353383, 221, 255, 176, 252, ./Images/airplane_568.jpg
0.051334061476049304, 175, 252, 192, 238, ./Images/airplane_568.jpg
0.406351263771873, 72, 152, 142, 241, ./Images/airplane_568.jpg
0.16184738955823294, 170, 207, 123, 193, ./Images/airplane_568.jpg
0.21016949152542372, 217, 249, 168, 202, ./Images/airplane_568.jpg
0.014434821230290917, 159, 204, 12, 144, ./Images/airplane_568.jpg
0.3825851011346818, 194, 227, 152, 225, ./Images/airplane_568.jpg
0.2586336336336336, 215, 254, 146, 236, ./Images/airplane_568.jpg
0.3664670658682635, 190, 228, 154, 190, ./Images/airplane_568.jpg
0.29837983798379836, 44, 106, 57, 111, ./Images/airplane_568.jpg
0.3842139595564253, 169, 232, 137, 221, ./Images/airplane_568.jpg
0.05153576582148011, 157, 219, 38, 151, ./Images/airplane_568.jpg
0.15162454873646208, 220, 254, 11, 236, ./Images/airplane_568.jpg
0.059570740254051686, 154, 202, 112, 247, ./Images/airplane_568.jpg
0.22409126063418408, 222, 255, 97, 192, ./Images/airplane_568.jpg
0.006289308176100629, 157, 251, 198, 244, ./Images/airplane_568.jpg
0.37595538111960336, 195, 230, 147, 246, ./Images/airplane_568.jpg
0.041932543299908843, 218, 250, 191, 234, ./Images/airplane_568.jpg
0.03138911083209679, 149, 190, 144, 240, ./Images/airplane_568.jpg
0.21146744412050533, 209, 254, 49, 255, ./Images/airplane_568.jpg
0.21908127208480566, 179, 222, 124, 162, ./Images/airplane_568.jpg
0.030637593154844052, 28, 92, 138, 175, ./Images/airplane_568.jpg
0.2146341463414634, 110, 173, 78, 167, ./Images/airplane_568.jpg
0.22596923076923076, 214, 247, 25, 230, ./Images/airplane_568.jpg
0.008032128514056224, 38, 188, 14, 74, ./Images/airplane_568.jpg
0.14606065813214195, 156, 219, 74, 235, ./Images/airplane_568.jpg
0.02227553118574366, 26, 138, 194, 255, ./Images/airplane_568.jpg
0.09805285118219749, 183, 243, 91, 143, ./Images/airplane_568.jpg
0.3010033444816054, 17, 75, 14, 117, ./Images/airplane_568.jpg
0.14104441190824793, 173, 211, 49, 211, ./Images/airplane_568.jpg
0.06738131699846861, 92, 147, 191, 225, ./Images/airplane_568.jpg
0.04026382391287676, 147, 193, 45, 229, ./Images/airplane_568.jpg
0.2098866584733033, 125, 165, 83, 177, ./Images/airplane_568.jpg
0.36482084690553745, 213, 246, 116, 235, ./Images/airplane_568.jpg
0.3699607563325009, 71, 166, 138, 246, ./Images/airplane_568.jpg
0.2095854523038989, 221, 254, 63, 204, ./Images/airplane_568.jpg
0.35751840168243953, 94, 157, 165, 207, ./Images/airplane_568.jpg
0.21866521975040695, 101, 140, 168, 210, ./Images/airplane_568.jpg
0.1085672082717873, 213, 252, 178, 250, ./Images/airplane_568.jpg
0.2873583887789966, 160, 243, 76, 210, ./Images/airplane_568.jpg
0.30653021442495126, 193, 231, 165, 222, ./Images/airplane_568.jpg
0.32351816443594644, 173, 254, 121, 167, ./Images/airplane_568.jpg
0.48514851485148514, 105, 180, 118, 198, ./Images/airplane_568.jpg
0.21942179392142327, 122, 162, 133, 170, ./Images/airplane_568.jpg
0.29487618395526644, 203, 242, 7, 216, ./Images/airplane_568.jpg
1.0, 79, 132, 11, 54, ./Images/airplane_680.jpg
0.05877016129032258, 57, 242, 21, 179, ./Images/airplane_680.jpg
0.04143274197170447, 105, 211, 13, 254, ./Images/airplane_680.jpg
0.0036510627200417264, 118, 204, 52, 115, ./Images/airplane_680.jpg
0.02687007420380698, 50, 163, 43, 220, ./Images/airplane_680.jpg
0.012548753603527217, 130, 201, 17, 69, ./Images/airplane_680.jpg
0.011598471947346619, 118, 218, 36, 233, ./Images/airplane_680.jpg
0.05373205456603324, 110, 244, 13, 128, ./Images/airplane_680.jpg
0.059671505349339495, 88, 185, 27, 221, ./Images/airplane_680.jpg
0.02234170087550405, 117, 228, 13, 246, ./Images/airplane_680.jpg
0.12343906990096168, 92, 199, 9, 134, ./Images/airplane_680.jpg
0.3739565943238731, 104, 140, 0, 51, ./Images/airplane_680.jpg
0.007769627818527574, 119, 206, 43, 230, ./Images/airplane_680.jpg
0.2302020202020202, 28, 178, 0, 66, ./Images/airplane_680.jpg
0.10073772576952429, 88, 152, 45, 77, ./Images/airplane_680.jpg
0.15425531914893617, 84, 187, 25, 104, ./Images/airplane_680.jpg
0.02439679312593502, 14, 221, 42, 160, ./Images/airplane_680.jpg
0.020553257497414684, 69, 208, 45, 199, ./Images/airplane_680.jpg
0.017100221818915105, 79, 227, 46, 201, ./Images/airplane_680.jpg
0.0020086409459561887, 6, 166, 53, 204, ./Images/airplane_680.jpg
1.0, 32, 125, 41, 125, ./Images/airplane_525.jpg
0.20195884898640953, 90, 189, 36, 117, ./Images/airplane_525.jpg
0.36927536231884056, 34, 150, 6, 183, ./Images/airplane_525.jpg
0.18988505747126436, 66, 215, 41, 197, ./Images/airplane_525.jpg
0.22058823529411764, 35, 230, 96, 130, ./Images/airplane_525.jpg
0.005801057839959051, 124, 158, 57, 174, ./Images/airplane_525.jpg
0.1133302368787738, 34, 95, 97, 244, ./Images/airplane_525.jpg
0.12980295566502464, 22, 168, 91, 226, ./Images/airplane_525.jpg
0.029649238914626074, 117, 232, 4, 139, ./Images/airplane_525.jpg
0.06205493387589013, 107, 168, 64, 244, ./Images/airplane_525.jpg
0.12138728323699421, 65, 181, 104, 137, ./Images/airplane_525.jpg
0.14615907545887152, 85, 217, 59, 102, ./Images/airplane_525.jpg
0.274009743698369, 48, 245, 41, 154, ./Images/airplane_525.jpg
0.2160857908847185, 9, 234, 24, 80, ./Images/airplane_525.jpg
0.22966507177033493, 53, 248, 32, 158, ./Images/airplane_525.jpg
0.31888701517706575, 13, 154, 64, 175, ./Images/airplane_525.jpg
0.0025, 53, 215, 124, 254, ./Images/airplane_525.jpg
0.47976949485041687, 24, 123, 78, 121, ./Images/airplane_525.jpg
0.16495719904372638, 6, 181, 79, 207, ./Images/airplane_525.jpg
0.21526267798274532, 3, 137, 3, 74, ./Images/airplane_525.jpg
0.0885478158205431, 16, 150, 100, 255, ./Images/airplane_525.jpg
0.02883720930232558, 16, 184, 119, 191, ./Images/airplane_525.jpg
0.08459476505834122, 28, 69, 96, 241, ./Images/airplane_525.jpg
0.22363674941650752, 20, 210, 57, 198, ./Images/airplane_525.jpg
0.4920944881889764, 4, 129, 4, 131, ./Images/airplane_525.jpg
0.4206609761435763, 7, 176, 63, 132, ./Images/airplane_525.jpg
1.0, 20, 81, 56, 120, ./Images/airplane_583.jpg
1.0, 124, 191, 23, 79, ./Images/airplane_583.jpg
1.0, 210, 250, 177, 242, ./Images/airplane_583.jpg
0.2338568935427574, 117, 201, 12, 203, ./Images/airplane_583.jpg
0.30569708198239925, 123, 164, 10, 56, ./Images/airplane_583.jpg
0.4461538461538462, 200, 239, 152, 242, ./Images/airplane_583.jpg
0.15264100268576544, 157, 232, 211, 245, ./Images/airplane_583.jpg
0.11627906976744186, 173, 225, 112, 242, ./Images/airplane_583.jpg
0.04993472584856397, 45, 211, 103, 157, ./Images/airplane_583.jpg
0.3358208955223881, 223, 255, 202, 255, ./Images/airplane_583.jpg
0.09858103061986558, 28, 61, 12, 72, ./Images/airplane_583.jpg
0.41243862520458263, 212, 247, 206, 255, ./Images/airplane_583.jpg
0.014193717965567091, 94, 213, 206, 249, ./Images/airplane_583.jpg
0.15332197614991483, 204, 246, 21, 217, ./Images/airplane_583.jpg
0.027659574468085105, 188, 222, 96, 190, ./Images/airplane_583.jpg
0.23349893541518807, 117, 171, 18, 206, ./Images/airplane_583.jpg
0.1950341167551175, 192, 231, 131, 226, ./Images/airplane_583.jpg
0.07399103139013453, 105, 243, 97, 217, ./Images/airplane_583.jpg
0.460093896713615, 218, 251, 154, 226, ./Images/airplane_583.jpg
0.150597609561753, 111, 151, 12, 207, ./Images/airplane_583.jpg
0.10790946295832289, 11, 248, 208, 253, ./Images/airplane_583.jpg
0.6568201563857515, 137, 194, 23, 91, ./Images/airplane_583.jpg
0.051034112275047006, 212, 251, 53, 187, ./Images/airplane_583.jpg
0.05297157622739018, 148, 217, 201, 246, ./Images/airplane_583.jpg
0.016594124047878127, 16, 118, 118, 153, ./Images/airplane_583.jpg
0.00559559135226791, 23, 212, 161, 210, ./Images/airplane_583.jpg
0.19230769230769232, 146, 237, 158, 249, ./Images/airplane_583.jpg
0.3485915492957746, 210, 249, 149, 210, ./Images/airplane_583.jpg
0.1635201427084882, 191, 252, 18, 232, ./Images/airplane_583.jpg
0.19859497433126183, 112, 240, 182, 231, ./Images/airplane_583.jpg
0.004414293016123786, 62, 206, 115, 238, ./Images/airplane_583.jpg
0.02244165170556553, 44, 220, 160, 197, ./Images/airplane_583.jpg
0.08720336096287044, 197, 242, 46, 201, ./Images/airplane_583.jpg
0.017213983050847457, 146, 212, 169, 246, ./Images/airplane_583.jpg
0.03822937625754527, 153, 248, 68, 148, ./Images/airplane_583.jpg
0.03731559155336998, 148, 243, 73, 109, ./Images/airplane_583.jpg
0.09156758234249009, 99, 220, 69, 104, ./Images/airplane_583.jpg
0.23315526451835258, 125, 191, 38, 198, ./Images/airplane_583.jpg
0.1620493358633776, 40, 245, 181, 243, ./Images/airplane_583.jpg
0.009748003733278025, 151, 212, 107, 224, ./Images/airplane_583.jpg
0.3180625149129086, 219, 253, 134, 220, ./Images/airplane_583.jpg
0.28928850664581707, 143, 251, 181, 218, ./Images/airplane_583.jpg
0.14513049013367282, 43, 119, 72, 210, ./Images/airplane_583.jpg
0.28414985590778097, 195, 227, 177, 235, ./Images/airplane_583.jpg
0.3760119940029985, 209, 248, 159, 210, ./Images/airplane_583.jpg
0.14945993468977645, 215, 253, 142, 194, ./Images/airplane_583.jpg
0.13571564341379966, 169, 244, 153, 198, ./Images/airplane_583.jpg
0.3925729442970822, 217, 249, 164, 214, ./Images/airplane_583.jpg
0.06584278768233387, 114, 230, 88, 247, ./Images/airplane_583.jpg
0.007548224769359799, 139, 211, 188, 252, ./Images/airplane_583.jpg
0.017894012388162423, 177, 212, 116, 253, ./Images/airplane_583.jpg
0.036025077196593994, 70, 134, 85, 197, ./Images/airplane_583.jpg
0.21220159151193635, 197, 230, 197, 229, ./Images/airplane_583.jpg
0.05468102734051367, 73, 109, 84, 117, ./Images/airplane_583.jpg
0.0453781512605042, 21, 109, 111, 208, ./Images/airplane_583.jpg
0.2909787030390045, 178, 248, 124, 241, ./Images/airplane_583.jpg
0.019967728922952805, 75, 144, 87, 177, ./Images/airplane_583.jpg
0.09507978723404255, 137, 232, 98, 244, ./Images/airplane_583.jpg
1.0, 24, 82, 116, 159, ./Images/airplane_499.jpg
1.0, 39, 87, 164, 207, ./Images/airplane_499.jpg
0.007874015748031496, 84, 170, 71, 239, ./Images/airplane_499.jpg
0.1246376811594203, 2, 147, 26, 164, ./Images/airplane_499.jpg
0.15, 39, 199, 160, 246, ./Images/airplane_499.jpg
0.09115963536145856, 62, 212, 108, 160, ./Images/airplane_499.jpg
0.256542572797641, 8, 217, 115, 152, ./Images/airplane_499.jpg
0.07535675540348828, 40, 246, 50, 163, ./Images/airplane_499.jpg
0.32239925023430177, 15, 112, 161, 227, ./Images/airplane_499.jpg
0.0016356877323420074, 76, 222, 206, 238, ./Images/airplane_499.jpg
0.011012161256343963, 77, 221, 83, 139, ./Images/airplane_499.jpg
0.3051289481309765, 60, 121, 163, 203, ./Images/airplane_499.jpg
0.07607814227792112, 63, 214, 160, 243, ./Images/airplane_499.jpg
0.061732438185688555, 11, 53, 34, 129, ./Images/airplane_499.jpg
0.04891304347826087, 54, 177, 198, 233, ./Images/airplane_499.jpg
0.003246753246753247, 85, 207, 193, 247, ./Images/airplane_499.jpg
0.07666151468315302, 55, 227, 176, 245, ./Images/airplane_499.jpg
0.010616438356164383, 84, 177, 176, 249, ./Images/airplane_499.jpg
0.20101437024513946, 58, 130, 166, 236, ./Images/airplane_499.jpg
0.2706512545813363, 0, 139, 167, 217, ./Images/airplane_499.jpg
1.0, 5, 77, 119, 234, ./Images/airplane_287.jpg
1.0, 155, 233, 59, 177, ./Images/airplane_287.jpg
0.20404935147105346, 75, 215, 71, 114, ./Images/airplane_287.jpg
0.06154960173787111, 188, 245, 160, 230, ./Images/airplane_287.jpg
0.5074821080026025, 173, 234, 86, 201, ./Images/airplane_287.jpg
0.054274084124830396, 81, 180, 145, 209, ./Images/airplane_287.jpg
0.06913142567738668, 126, 239, 163, 231, ./Images/airplane_287.jpg
0.12281649558797046, 146, 217, 155, 201, ./Images/airplane_287.jpg
0.2391304347826087, 40, 73, 166, 226, ./Images/airplane_287.jpg
0.008968609865470852, 74, 115, 204, 249, ./Images/airplane_287.jpg
0.23607869289763253, 209, 246, 50, 202, ./Images/airplane_287.jpg
0.06854838709677419, 38, 72, 27, 142, ./Images/airplane_287.jpg
0.08204518430439953, 197, 249, 154, 187, ./Images/airplane_287.jpg
0.058934642992066494, 92, 254, 165, 212, ./Images/airplane_287.jpg
0.25120772946859904, 168, 234, 11, 107, ./Images/airplane_287.jpg
0.15533797778196196, 151, 210, 37, 89, ./Images/airplane_287.jpg
0.35669274228596265, 181, 230, 106, 173, ./Images/airplane_287.jpg
0.026326447954637504, 98, 248, 172, 212, ./Images/airplane_287.jpg
0.2518028336302706, 180, 241, 121, 212, ./Images/airplane_287.jpg
0.08463817181548879, 107, 170, 97, 195, ./Images/airplane_287.jpg
0.07498689040377557, 194, 237, 155, 227, ./Images/airplane_287.jpg
0.1601067378252168, 47, 135, 159, 223, ./Images/airplane_287.jpg
0.047293487454186635, 151, 216, 166, 253, ./Images/airplane_287.jpg
0.04920318725099602, 155, 193, 164, 199, ./Images/airplane_287.jpg
0.25375053579082724, 164, 196, 55, 133, ./Images/airplane_287.jpg
0.3599249178789301, 147, 207, 18, 251, ./Images/airplane_287.jpg
0.1266127644933769, 187, 246, 145, 211, ./Images/airplane_287.jpg
0.38346062681063997, 138, 207, 48, 143, ./Images/airplane_287.jpg
0.3123272526257601, 203, 238, 64, 208, ./Images/airplane_287.jpg
0.3691886964448496, 119, 209, 87, 185, ./Images/airplane_287.jpg
0.022876949740034663, 74, 109, 44, 229, ./Images/airplane_287.jpg
0.02166365782530204, 154, 249, 173, 231, ./Images/airplane_287.jpg
0.04878048780487805, 50, 87, 49, 139, ./Images/airplane_287.jpg
0.0832870627429206, 124, 185, 142, 215, ./Images/airplane_287.jpg
0.14572214135532913, 121, 189, 124, 197, ./Images/airplane_287.jpg
0.18213440935021566, 123, 189, 100, 218, ./Images/airplane_287.jpg
0.19466376259188675, 200, 244, 112, 202, ./Images/airplane_287.jpg
0.1949390815370197, 174, 222, 125, 252, ./Images/airplane_287.jpg
0.10657966286025014, 21, 121, 67, 147, ./Images/airplane_287.jpg
0.07049808429118774, 140, 224, 161, 251, ./Images/airplane_287.jpg
0.07282157676348548, 97, 237, 159, 241, ./Images/airplane_287.jpg
0.015041943881978595, 84, 242, 173, 248, ./Images/airplane_287.jpg
0.2898823529411765, 144, 211, 100, 249, ./Images/airplane_287.jpg
0.2813722539873608, 146, 188, 63, 148, ./Images/airplane_287.jpg
0.42746419545071607, 172, 215, 46, 226, ./Images/airplane_287.jpg
0.14343309040161265, 183, 255, 19, 96, ./Images/airplane_287.jpg
0.4314606741573034, 11, 59, 69, 215, ./Images/airplane_287.jpg
0.11930970811732121, 146, 225, 153, 236, ./Images/airplane_287.jpg
0.4971729632485222, 95, 228, 69, 175, ./Images/airplane_287.jpg
0.10263157894736842, 142, 248, 154, 249, ./Images/airplane_287.jpg
0.05300888529886914, 218, 253, 81, 116, ./Images/airplane_287.jpg
0.2744630071599045, 134, 200, 108, 187, ./Images/airplane_287.jpg
0.17878868024332187, 80, 207, 112, 215, ./Images/airplane_287.jpg
0.5829863176680548, 146, 215, 62, 160, ./Images/airplane_287.jpg
0.2963928726640591, 186, 230, 68, 130, ./Images/airplane_287.jpg
